block,gate,highest_row,highest_grave
325,nan Left,2,3
325,nan Right,3,3
326,1326/E,2,2
326,1326/N Left,2,1
326,1326/S,2,2
326,1326/W Left,1,3
326,1326/W Right,1,5
326,326/W,1,1
326,nan Left,2,3
326,nan Right,2,4
327,1327/E Left,2,2
327,1327/N Right,3,4
327,1327/S,3,3
327,1327/W Left,2,4
327,1327/W Right,2,5
327,nan Left,2,22
327,nan Right,2,5
328,1328/E Left,1,3
328,1328/E Right,1,3
328,1328/N,3,1
328,1328/S Right,3,4
328,1328/W,2,2
328,nan Left,3,5
328,nan Right,3,5
329,1329/E Left,1,4
329,1329/E Right,1,2
329,1329/N Left,3,2
329,1329/N Right,1,3
329,1329/S Left,2,5
329,1329/S Right,2,4
329,1329/W Left,1,1
329,1329/W Right,1,3
329,1329W,1,
329,nan Left,3,5
329,nan Right,3,5
330,1330/E,2,21
330,nan,2,22
331,1331/,2,2
331,1331/E,2,4
331,1331/N,4,12
331,1331/S,2,15
331,1331/s,1,1
331,nan,2,14
332,1332/E,4,4
332,1332/N,3,16
332,1332/S,4,16
332,nan,4,20
401,1401/S Left,7,6
401,1401/S Right,7,7
401,nan Left,4,3
401,nan Right,7,5
402,1402/S,5,10
402,nan Right,1,1
403,1403/S,4,10
403,nan Left,2,2
403,nan Right,1,2
404,1404/S,4,10
404,nan Left,3,2
404,nan Right,3,1
405,1405/S Left,3,2
405,1405/S Right,3,2
405,nan Left,5,10
405,nan Right,2,8
406,1406/,2,2
406,1406/S Left,1,1
406,1406/S Right,1,3
406,nan Left,5,9
407,1407/E,2,1
407,1407/S Left,2,4
407,1407/S Right,1,4
407,1407/W,2,1
407,nan Left,1,1
407,nan Right,1,1
408,1408/E Left,3,2
408,1408/E Right,3,2
408,1408/S Left,3,2
408,1408/S Right,2,2
408,1408/W,1,2
408,nan Left,2,2
408,nan Right,2,2
409,1409/E,2,2
409,1409/S,1,2
409,nan Left,4,5
409,nan Right,4,5
410,1410/E Left,1,2
410,1410/E Right,1,2
410,1410/S Right,1,2
410,1410/W Left,2,1
410,nan Left,2,2
410,nan Right,2,2
411,1411/E,1,1
411,nan Left,2,2
411,nan Right,2,2
412,1412/E,1,2
412,1412/SW,1,1
412,1412/W Right,1,4
412,nan Left,2,4
412,nan Right,2,2
413,1413/E,2,2
413,1413/W Left,1,2
413,1413/W Right,1,2
413,nan Left,2,2
414,1414/S Left,2,5
414,1414/S Right,2,5
414,nan Right,1,5
415,1415/S,3,1
415,nan Left,3,2
415,nan Right,4,2
416,1416-18/E,,1
416,1416/W,,8
416,nan,418,34
419,1419/S,6,19
419,nan Left,6,12
419,nan Right,4,2
420,1420/S Left,6,1
420,1420/S Right,6,2
420,nan Left,2,2
420,nan Right,2,4
421,1421/S,1,1
421,1421/W,2,2
421,nan Left,2,2
421,nan Right,3,2
422,1422/S Left,6,2
422,1422/S Right,2,2
422,nan Right,6,2
423,1423/S Left,4,2
423,1423/S Right,4,1
423,nan Right,6,2
424,1424/E,,14
424,1424/W,,30
424,nan,27,31
1300,493/E Right,4,6
3255,428A/S,11,13
3275,nan Right,21,19
6701,431B/E,2,6
6701,431B/N,1,6
6701,6701/W,2,2
6701,nan Left,1,2
6701,nan Right,2,6
6702,431B/N Right,1,2
6702,6702/E Left,1,5
6702,6702/E Right,2,4
6702,6702/N Right,2,2
6702,6702/W,1,1
6702,6702/n,2,1
6702,nan Left,2,5
6702,nan Right,2,5
6703,431A/E,2,2
6703,431B/N Left,2,3
6703,431B/N Right,2,4
6703,431B/W,2,1
6703,6703/W,2,5
6703,nan Left,2,4
6703,nan Right,2,4
6704,431A/W,1,2
6704,431B/N Left,1,6
6704,431B/N Right,2,6
6704,nan Left,2,5
6704,nan Right,3,4
6705,431/N Left,1,2
6705,431B/N Left,2,3
6705,431B/N Right,1,4
6705,431B/N/6705,1,1
6705,6705/W,2,2
6705,nan Left,2,2
6705,nan Right,1,2
6706,431B/N Left,2,2
6706,431B/N Right,2,2
6706,6706/E,2,1
6706,nan Left,2,2
6706,nan Right,2,2
